method,frame,dataset,seed,shot,category,region_grid,n_pixels,pixel_ap,pixel_auroc,seconds,source,bootstrap_stride,pixel_ap_on_bootstrap_grid
PatchCore_native_local128,native,mpdd,1,4,metal_plate,128x128,1589248,0.8472367169570315,0.9626269840685123,0.14,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_metal_plate.npz,8,0.8465034608163622
PatchCore_native_local128,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.8486319511434157,0.961825743086748,1.31,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_metal_plate.npz,8,0.8496606270974384
PatchCore_native_official224,native,mpdd,1,4,metal_plate,224x224,4867072,0.9218361680077962,0.9830828389194952,0.41,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_metal_plate.npz,8,0.9231044687800072
PatchCore_native_official224,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.9219267352151101,0.983097480981771,1.29,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_metal_plate.npz,8,0.9224010967348246
anomalydino_canvas,native,mpdd,1,4,metal_plate,32x32,99328,0.7880474073409343,0.9410761981841197,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_metal_plate.npz,1,0.7880474073409343
anomalydino_canvas,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.8677664880067096,0.9639940877687139,1.35,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_metal_plate.npz,8,0.8674260427037317
anomalydino_canvas_rotation,native,mpdd,1,4,metal_plate,32x32,99328,0.7989334984013821,0.9433536479398892,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_metal_plate.npz,1,0.7989334984013821
anomalydino_canvas_rotation,common_region,mpdd,1,4,metal_plate,392x392,14905408,0.8775896319088435,0.9665960433882295,1.36,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_metal_plate.npz,8,0.8773227804534649
controlled_A1_J,native,mpdd,1,4,tubes,32x32,103424,0.6801525159438682,0.9759442261077571,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz,1,0.6801525159438682
controlled_A1_J,common_region,mpdd,1,4,tubes,392x392,15520064,0.7457095955191704,0.9827675560194388,1.13,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz,8,0.7496473846908452
controlled_A1_L,native,mpdd,1,4,tubes,32x32,103424,0.6897565277822197,0.9800720044669783,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz,1,0.6897565277822197
controlled_A1_L,common_region,mpdd,1,4,tubes,392x392,15520064,0.7538879411326024,0.9854342206888038,1.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p1_matrix\units\mpdd_s1_k4\tubes\patch_scores.npz,8,0.7558487293697819
PatchCore_native_local128,native,mpdd,1,4,tubes,128x128,1654784,0.11609034954865383,0.8940286999561109,0.12,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_tubes.npz,8,0.11580277996793076
PatchCore_native_local128,common_region,mpdd,1,4,tubes,392x392,15520064,0.11701416819608945,0.8914468918576842,1.08,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\mpdd_closeout\mpdd_s1_k4\predictions\mvtec_tubes.npz,8,0.11641273446619704
PatchCore_native_official224,native,mpdd,1,4,tubes,224x224,5067776,0.36949965729486645,0.9664192354587958,0.36,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_tubes.npz,8,0.37798584796184403
PatchCore_native_official224,common_region,mpdd,1,4,tubes,392x392,15520064,0.36894491496093273,0.966300552549382,1.11,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\mpdd_official224\mpdd_s1_k4\predictions\mvtec_tubes.npz,8,0.36788329705465134
anomalydino_canvas,native,mpdd,1,4,tubes,32x32,103424,0.5025184062906772,0.9568921794391764,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_tubes.npz,1,0.5025184062906772
anomalydino_canvas,common_region,mpdd,1,4,tubes,392x392,15520064,0.5784137120467854,0.9648193666221611,1.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\mpdd_s1_k4_tubes.npz,8,0.5842327855291609
anomalydino_canvas_rotation,native,mpdd,1,4,tubes,32x32,103424,0.5282081824361636,0.957676329417638,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_tubes.npz,1,0.5282081824361636
anomalydino_canvas_rotation,common_region,mpdd,1,4,tubes,392x392,15520064,0.5957163843643402,0.9658362650176437,1.14,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\mpdd_s1_k4_tubes.npz,8,0.601631531243225
controlled_A1_J,native,btad,0,1,01,32x32,71680,0.5534934066361655,0.9485992160045134,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\01\patch_scores.npz,1,0.5534934066361655
controlled_A1_J,common_region,btad,0,1,01,392x392,10756480,0.5920857519907419,0.9641842749727609,0.82,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\01\patch_scores.npz,8,0.5921988649576795
controlled_A1_L,native,btad,0,1,01,32x32,71680,0.5649724963314088,0.9528869786931031,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\01\patch_scores.npz,1,0.5649724963314088
controlled_A1_L,common_region,btad,0,1,01,392x392,10756480,0.6027101006572567,0.9669428988479429,0.79,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\01\patch_scores.npz,8,0.603133747974604
PatchCore_native_local128,native,btad,0,1,01,128x128,1146880,0.12173481405624731,0.78476401599606,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_01.npz,8,0.12533270599382645
PatchCore_native_local128,common_region,btad,0,1,01,392x392,10756480,0.12362559167484184,0.7937467382040119,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_01.npz,8,0.12351577486704292
PatchCore_native_official224,native,btad,0,1,01,224x224,3512320,0.3936969150815476,0.9357137472573123,0.26,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_01.npz,8,0.3973379264260574
PatchCore_native_official224,common_region,btad,0,1,01,392x392,10756480,0.39392715276832413,0.9357594118485035,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_01.npz,8,0.3888400785179753
anomalydino_canvas,native,btad,0,1,01,32x32,71680,0.3262170602790252,0.915622471078799,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_01.npz,1,0.3262170602790252
anomalydino_canvas,common_region,btad,0,1,01,392x392,10756480,0.3779393149133239,0.9296528848323169,0.81,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_01.npz,8,0.37858595349141433
anomalydino_canvas_rotation,native,btad,0,1,01,32x32,71680,0.3438664164343073,0.9219260986443508,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_01.npz,1,0.3438664164343073
anomalydino_canvas_rotation,common_region,btad,0,1,01,392x392,10756480,0.3927553964600652,0.9358149558994807,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_01.npz,8,0.3937347024863669
controlled_A1_J,native,btad,0,1,02,32x32,235520,0.5647120793655427,0.9598449114400089,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\02\patch_scores.npz,1,0.5647120793655427
controlled_A1_J,common_region,btad,0,1,02,392x392,35342720,0.6213032558265671,0.9641186579905846,2.95,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\02\patch_scores.npz,8,0.6188935425318378
controlled_A1_L,native,btad,0,1,02,32x32,235520,0.5717961561459177,0.9603380767132025,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\02\patch_scores.npz,1,0.5717961561459177
controlled_A1_L,common_region,btad,0,1,02,392x392,35342720,0.6277788397644478,0.9644812729231599,2.97,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\02\patch_scores.npz,8,0.6254221911722221
PatchCore_native_local128,native,btad,0,1,02,128x128,3768320,0.4457574318132035,0.9348940957244033,0.32,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_02.npz,8,0.4406042527295304
PatchCore_native_local128,common_region,btad,0,1,02,392x392,35342720,0.44873728976464844,0.9356543348494873,2.87,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_02.npz,8,0.4486901017064178
PatchCore_native_official224,native,btad,0,1,02,224x224,11540480,0.5330820065233993,0.9499882576310805,0.95,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_02.npz,8,0.5312385062450802
PatchCore_native_official224,common_region,btad,0,1,02,392x392,35342720,0.5330272807781027,0.9499253297122056,2.91,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_02.npz,8,0.5322944178077035
anomalydino_canvas,native,btad,0,1,02,32x32,235520,0.6018911747864618,0.9611804712530275,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_02.npz,1,0.6018911747864618
anomalydino_canvas,common_region,btad,0,1,02,392x392,35342720,0.6536784515422925,0.964377504839921,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_02.npz,8,0.6501879376901706
anomalydino_canvas_rotation,native,btad,0,1,02,32x32,235520,0.6339376096400033,0.9628990358621461,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_02.npz,1,0.6339376096400033
anomalydino_canvas_rotation,common_region,btad,0,1,02,392x392,35342720,0.6897374960268629,0.9670476630598858,2.93,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_02.npz,8,0.6859414222981038
controlled_A1_J,native,btad,0,1,03,32x42,592704,0.579316089280429,0.9798295430326646,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k1\03__rev_correct\patch_scores.npz,1,0.579316089280429
controlled_A1_J,common_region,btad,0,1,03,392x392,67765824,0.6387138337628119,0.9881603851800443,5.46,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k1\03__rev_correct\patch_scores.npz,8,0.6381980379709262
controlled_A1_L,native,btad,0,1,03,32x42,592704,0.5973351470379936,0.9825404563183765,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k1\03__rev_correct\patch_scores.npz,1,0.5973351470379936
controlled_A1_L,common_region,btad,0,1,03,392x392,67765824,0.6529217398304452,0.9898645516666988,5.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k1\03__rev_correct\patch_scores.npz,8,0.6520844342845675
PatchCore_native_local128,native,btad,0,1,03,128x128,7225344,0.05977872302331855,0.9065825052346165,0.68,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_03.npz,8,0.06382721163428424
PatchCore_native_local128,common_region,btad,0,1,03,392x392,67765824,0.06033230975945057,0.9092234608137325,5.27,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k1\predictions\mvtec_03.npz,8,0.05963611986299094
PatchCore_native_official224,native,btad,0,1,03,224x224,22127616,0.08073591161026203,0.9583105063209564,1.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_03.npz,8,0.08195165798669696
PatchCore_native_official224,common_region,btad,0,1,03,392x392,67765824,0.08086273509700226,0.9584432663185029,5.29,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k1\predictions\mvtec_03.npz,8,0.08051532725820937
anomalydino_canvas,native,btad,0,1,03,32x42,592704,0.5598835085662887,0.9857759936368979,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_03.npz,1,0.5598835085662887
anomalydino_canvas,common_region,btad,0,1,03,392x392,67765824,0.6413039606051928,0.9910965185366457,5.38,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k1_03.npz,8,0.6395206929040804
anomalydino_canvas_rotation,native,btad,0,1,03,32x42,592704,0.6321437618369206,0.9894744539101793,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_03.npz,1,0.6321437618369206
anomalydino_canvas_rotation,common_region,btad,0,1,03,392x392,67765824,0.6817472575503138,0.9936506341781589,5.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k1_03.npz,8,0.6791839747666514
controlled_A1_J,native,btad,0,4,01,32x32,71680,0.5753082257042648,0.9529248583757809,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\01\patch_scores.npz,1,0.5753082257042648
controlled_A1_J,common_region,btad,0,4,01,392x392,10756480,0.6089356522983729,0.9670559989398819,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\01\patch_scores.npz,8,0.6084890276732193
controlled_A1_L,native,btad,0,4,01,32x32,71680,0.5858921465247346,0.9557889724638144,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\01\patch_scores.npz,1,0.5858921465247346
controlled_A1_L,common_region,btad,0,4,01,392x392,10756480,0.6168528664868101,0.968417796860651,0.79,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\01\patch_scores.npz,8,0.6165695197928028
PatchCore_native_local128,native,btad,0,4,01,128x128,1146880,0.26050572211019757,0.8866801248926806,0.09,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_01.npz,8,0.26919625206422576
PatchCore_native_local128,common_region,btad,0,4,01,392x392,10756480,0.2611439326047002,0.891330989099749,0.78,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_01.npz,8,0.26111386564421213
PatchCore_native_official224,native,btad,0,4,01,224x224,3512320,0.45622187330915437,0.9474087589087051,0.25,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_01.npz,8,0.45785320158234927
PatchCore_native_official224,common_region,btad,0,4,01,392x392,10756480,0.4564505033578117,0.9473781997269806,0.79,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_01.npz,8,0.44903024423870513
anomalydino_canvas,native,btad,0,4,01,32x32,71680,0.30427225796094537,0.9060246914266454,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_01.npz,1,0.30427225796094537
anomalydino_canvas,common_region,btad,0,4,01,392x392,10756480,0.34557766841609117,0.9153097305499629,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_01.npz,8,0.345415325400935
anomalydino_canvas_rotation,native,btad,0,4,01,32x32,71680,0.32494130191253046,0.9122909395547786,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_01.npz,1,0.32494130191253046
anomalydino_canvas_rotation,common_region,btad,0,4,01,392x392,10756480,0.3618374140560226,0.9210959462468018,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_01.npz,8,0.36265945155730384
controlled_A1_J,native,btad,0,4,02,32x32,235520,0.5488948592647427,0.9571668094031349,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\02\patch_scores.npz,1,0.5488948592647427
controlled_A1_J,common_region,btad,0,4,02,392x392,35342720,0.6066440199670131,0.9616814241571159,2.94,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\02\patch_scores.npz,8,0.6045152954623066
controlled_A1_L,native,btad,0,4,02,32x32,235520,0.5598951745117033,0.9580940929223085,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\02\patch_scores.npz,1,0.5598951745117033
controlled_A1_L,common_region,btad,0,4,02,392x392,35342720,0.6160335711638296,0.9622810026030167,2.94,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\02\patch_scores.npz,8,0.6139097507323049
PatchCore_native_local128,native,btad,0,4,02,128x128,3768320,0.47528679456383377,0.9408009768794657,0.32,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_02.npz,8,0.4683290380131005
PatchCore_native_local128,common_region,btad,0,4,02,392x392,35342720,0.47865727548491516,0.9415204744123497,2.86,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_02.npz,8,0.4781023948856808
PatchCore_native_official224,native,btad,0,4,02,224x224,11540480,0.5476887589790294,0.9506467784395193,0.94,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_02.npz,8,0.5453515092557061
PatchCore_native_official224,common_region,btad,0,4,02,392x392,35342720,0.5476012908779075,0.9505839927170318,2.9,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_02.npz,8,0.546299669774141
anomalydino_canvas,native,btad,0,4,02,32x32,235520,0.5654125824549726,0.9561579053119056,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_02.npz,1,0.5654125824549726
anomalydino_canvas,common_region,btad,0,4,02,392x392,35342720,0.6224219897932297,0.9598873552740597,2.92,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_02.npz,8,0.6188620182354773
anomalydino_canvas_rotation,native,btad,0,4,02,32x32,235520,0.6216812675831404,0.9598863508392015,0.05,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_02.npz,1,0.6216812675831404
anomalydino_canvas_rotation,common_region,btad,0,4,02,392x392,35342720,0.6795077541312539,0.9645187184598377,2.91,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_02.npz,8,0.6758323556303458
controlled_A1_J,native,btad,0,4,03,32x42,592704,0.6795774233447502,0.9900866652360639,0.2,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k4\03__rev_correct\patch_scores.npz,1,0.6795774233447502
controlled_A1_J,common_region,btad,0,4,03,392x392,67765824,0.734781998088482,0.9954822711831836,5.43,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k4\03__rev_correct\patch_scores.npz,8,0.73354239254558
controlled_A1_L,native,btad,0,4,03,32x42,592704,0.6987956823249617,0.9916824983501221,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k4\03__rev_correct\patch_scores.npz,1,0.6987956823249617
controlled_A1_L,common_region,btad,0,4,03,392x392,67765824,0.7549060113839079,0.9962134652053818,5.4,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\01_geometry\units\btad_s0_k4\03__rev_correct\patch_scores.npz,8,0.7529275385942664
PatchCore_native_local128,native,btad,0,4,03,128x128,7225344,0.22765598516323252,0.9731550293867427,0.67,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_03.npz,8,0.2380052480712669
PatchCore_native_local128,common_region,btad,0,4,03,392x392,67765824,0.22958351642754113,0.9740474104435991,5.23,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout\btad_closeout\btad_s0_k4\predictions\mvtec_03.npz,8,0.2267952246217873
PatchCore_native_official224,native,btad,0,4,03,224x224,22127616,0.21957460343848278,0.9779895288824696,1.8,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_03.npz,8,0.22140894898196842
PatchCore_native_official224,common_region,btad,0,4,03,392x392,67765824,0.21962996154946363,0.9782166146384745,5.22,D:\STUDY\My_github\reference-matching-interaction-ad\outputs\patchcore\closeout_official224\btad_official224\btad_s0_k4\predictions\mvtec_03.npz,8,0.217861610549169
anomalydino_canvas,native,btad,0,4,03,32x42,592704,0.6545086344389353,0.9929216697561974,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_03.npz,1,0.6545086344389353
anomalydino_canvas,common_region,btad,0,4,03,392x392,67765824,0.6966175150975032,0.9954921982271326,5.36,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\btad_s0_k4_03.npz,8,0.6944158643605719
anomalydino_canvas_rotation,native,btad,0,4,03,32x42,592704,0.6736253248122676,0.9944172664121688,0.21,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_03.npz,1,0.6736253248122676
anomalydino_canvas_rotation,common_region,btad,0,4,03,392x392,67765824,0.7073919929422986,0.9960677610546781,5.44,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\btad_s0_k4_03.npz,8,0.7035844940844147
controlled_A1_J,native,btad,1,1,01,32x32,71680,0.5837015822976819,0.9540083340242586,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\01\patch_scores.npz,1,0.5837015822976819
controlled_A1_J,common_region,btad,1,1,01,392x392,10756480,0.6207152997248377,0.9680777595659141,0.8,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\01\patch_scores.npz,8,0.6203480139643732
controlled_A1_L,native,btad,1,1,01,32x32,71680,0.5856917613654977,0.9561873282626374,0.02,D:\STUDY\My_github\reference-matching-interaction-ad\experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\01\patch_scores.npz,1,0.5856917613654977
