dataset,seed,shot,category,construction,image_index,sample_id,n_pairs,l_correct_j_wrong,l_wrong_j_correct,l_correct_j_wrong_rate,l_wrong_j_correct_rate
mvtec,0,4,leather,TRI,51,leather/test/fold/013.png,1024,1,0,0.0009765625,0.0
mvtec,0,4,leather,TRI,52,leather/test/fold/014.png,1792,2,8,0.0011160714285714285,0.004464285714285714
mvtec,0,4,leather,TRI,53,leather/test/fold/015.png,3712,8,7,0.0021551724137931034,0.0018857758620689656
mvtec,0,4,leather,TRI,54,leather/test/fold/016.png,3776,5,4,0.0013241525423728813,0.001059322033898305
mvtec,0,4,leather,TRI,55,leather/test/glue/000.png,1536,1,0,0.0006510416666666666,0.0
mvtec,0,4,leather,TRI,56,leather/test/glue/001.png,960,0,0,0.0,0.0
mvtec,0,4,leather,TRI,57,leather/test/glue/002.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,58,leather/test/glue/003.png,2240,0,0,0.0,0.0
mvtec,0,4,leather,TRI,59,leather/test/glue/004.png,512,0,0,0.0,0.0
mvtec,0,4,leather,TRI,60,leather/test/glue/005.png,1472,0,2,0.0,0.001358695652173913
mvtec,0,4,leather,TRI,61,leather/test/glue/006.png,896,0,2,0.0,0.002232142857142857
mvtec,0,4,leather,TRI,62,leather/test/glue/007.png,896,0,4,0.0,0.004464285714285714
mvtec,0,4,leather,TRI,63,leather/test/glue/008.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,TRI,64,leather/test/glue/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,TRI,65,leather/test/glue/010.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,66,leather/test/glue/011.png,448,0,0,0.0,0.0
mvtec,0,4,leather,TRI,67,leather/test/glue/012.png,832,0,0,0.0,0.0
mvtec,0,4,leather,TRI,68,leather/test/glue/013.png,1472,0,2,0.0,0.001358695652173913
mvtec,0,4,leather,TRI,69,leather/test/glue/014.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,70,leather/test/glue/015.png,896,2,0,0.002232142857142857,0.0
mvtec,0,4,leather,TRI,71,leather/test/glue/016.png,1344,0,1,0.0,0.000744047619047619
mvtec,0,4,leather,TRI,72,leather/test/glue/017.png,2048,1,0,0.00048828125,0.0
mvtec,0,4,leather,TRI,73,leather/test/glue/018.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,74,leather/test/good/000.png,0,0,0,,
mvtec,0,4,leather,TRI,75,leather/test/good/001.png,0,0,0,,
mvtec,0,4,leather,TRI,76,leather/test/good/002.png,0,0,0,,
mvtec,0,4,leather,TRI,77,leather/test/good/003.png,0,0,0,,
mvtec,0,4,leather,TRI,78,leather/test/good/004.png,0,0,0,,
mvtec,0,4,leather,TRI,79,leather/test/good/005.png,0,0,0,,
mvtec,0,4,leather,TRI,80,leather/test/good/006.png,0,0,0,,
mvtec,0,4,leather,TRI,81,leather/test/good/007.png,0,0,0,,
mvtec,0,4,leather,TRI,82,leather/test/good/008.png,0,0,0,,
mvtec,0,4,leather,TRI,83,leather/test/good/009.png,0,0,0,,
mvtec,0,4,leather,TRI,84,leather/test/good/010.png,0,0,0,,
mvtec,0,4,leather,TRI,85,leather/test/good/011.png,0,0,0,,
mvtec,0,4,leather,TRI,86,leather/test/good/012.png,0,0,0,,
mvtec,0,4,leather,TRI,87,leather/test/good/013.png,0,0,0,,
mvtec,0,4,leather,TRI,88,leather/test/good/014.png,0,0,0,,
mvtec,0,4,leather,TRI,89,leather/test/good/015.png,0,0,0,,
mvtec,0,4,leather,TRI,90,leather/test/good/016.png,0,0,0,,
mvtec,0,4,leather,TRI,91,leather/test/good/017.png,0,0,0,,
mvtec,0,4,leather,TRI,92,leather/test/good/018.png,0,0,0,,
mvtec,0,4,leather,TRI,93,leather/test/good/019.png,0,0,0,,
mvtec,0,4,leather,TRI,94,leather/test/good/020.png,0,0,0,,
mvtec,0,4,leather,TRI,95,leather/test/good/021.png,0,0,0,,
mvtec,0,4,leather,TRI,96,leather/test/good/022.png,0,0,0,,
mvtec,0,4,leather,TRI,97,leather/test/good/023.png,0,0,0,,
mvtec,0,4,leather,TRI,98,leather/test/good/024.png,0,0,0,,
mvtec,0,4,leather,TRI,99,leather/test/good/025.png,0,0,0,,
mvtec,0,4,leather,TRI,100,leather/test/good/026.png,0,0,0,,
mvtec,0,4,leather,TRI,101,leather/test/good/027.png,0,0,0,,
mvtec,0,4,leather,TRI,102,leather/test/good/028.png,0,0,0,,
mvtec,0,4,leather,TRI,103,leather/test/good/029.png,0,0,0,,
mvtec,0,4,leather,TRI,104,leather/test/good/030.png,0,0,0,,
mvtec,0,4,leather,TRI,105,leather/test/good/031.png,0,0,0,,
mvtec,0,4,leather,TRI,106,leather/test/poke/000.png,384,2,0,0.005208333333333333,0.0
mvtec,0,4,leather,TRI,107,leather/test/poke/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,TRI,108,leather/test/poke/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,TRI,109,leather/test/poke/003.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,110,leather/test/poke/004.png,384,0,1,0.0,0.0026041666666666665
mvtec,0,4,leather,TRI,111,leather/test/poke/005.png,320,0,1,0.0,0.003125
mvtec,0,4,leather,TRI,112,leather/test/poke/006.png,384,1,0,0.0026041666666666665,0.0
mvtec,0,4,leather,TRI,113,leather/test/poke/007.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,114,leather/test/poke/008.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,TRI,115,leather/test/poke/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,TRI,116,leather/test/poke/010.png,448,0,2,0.0,0.004464285714285714
mvtec,0,4,leather,TRI,117,leather/test/poke/011.png,512,1,0,0.001953125,0.0
mvtec,0,4,leather,TRI,118,leather/test/poke/012.png,512,0,3,0.0,0.005859375
mvtec,0,4,leather,TRI,119,leather/test/poke/013.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,120,leather/test/poke/014.png,384,0,0,0.0,0.0
mvtec,0,4,leather,TRI,121,leather/test/poke/015.png,320,0,0,0.0,0.0
mvtec,0,4,leather,TRI,122,leather/test/poke/016.png,512,4,0,0.0078125,0.0
mvtec,0,4,leather,TRI,123,leather/test/poke/017.png,320,0,1,0.0,0.003125
mvtec,0,4,leather,BAL,0,leather/test/color/000.png,640,2,0,0.003125,0.0
mvtec,0,4,leather,BAL,1,leather/test/color/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,2,leather/test/color/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,BAL,3,leather/test/color/003.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,BAL,4,leather/test/color/004.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,BAL,5,leather/test/color/005.png,448,0,0,0.0,0.0
mvtec,0,4,leather,BAL,6,leather/test/color/006.png,256,0,0,0.0,0.0
mvtec,0,4,leather,BAL,7,leather/test/color/007.png,640,0,0,0.0,0.0
mvtec,0,4,leather,BAL,8,leather/test/color/008.png,1472,0,0,0.0,0.0
mvtec,0,4,leather,BAL,9,leather/test/color/009.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,BAL,10,leather/test/color/010.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,11,leather/test/color/011.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,12,leather/test/color/012.png,448,0,0,0.0,0.0
mvtec,0,4,leather,BAL,13,leather/test/color/013.png,832,0,0,0.0,0.0
mvtec,0,4,leather,BAL,14,leather/test/color/014.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,15,leather/test/color/015.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,BAL,16,leather/test/color/016.png,448,0,0,0.0,0.0
mvtec,0,4,leather,BAL,17,leather/test/color/017.png,1280,0,1,0.0,0.00078125
mvtec,0,4,leather,BAL,18,leather/test/color/018.png,448,0,0,0.0,0.0
mvtec,0,4,leather,BAL,19,leather/test/cut/000.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,20,leather/test/cut/001.png,832,0,0,0.0,0.0
mvtec,0,4,leather,BAL,21,leather/test/cut/002.png,320,0,0,0.0,0.0
mvtec,0,4,leather,BAL,22,leather/test/cut/003.png,1472,3,0,0.0020380434782608695,0.0
mvtec,0,4,leather,BAL,23,leather/test/cut/004.png,1728,2,4,0.0011574074074074073,0.0023148148148148147
mvtec,0,4,leather,BAL,24,leather/test/cut/005.png,512,1,0,0.001953125,0.0
mvtec,0,4,leather,BAL,25,leather/test/cut/006.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,BAL,26,leather/test/cut/007.png,704,1,0,0.0014204545454545455,0.0
mvtec,0,4,leather,BAL,27,leather/test/cut/008.png,768,0,1,0.0,0.0013020833333333333
mvtec,0,4,leather,BAL,28,leather/test/cut/009.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,29,leather/test/cut/010.png,320,0,0,0.0,0.0
mvtec,0,4,leather,BAL,30,leather/test/cut/011.png,256,0,1,0.0,0.00390625
mvtec,0,4,leather,BAL,31,leather/test/cut/012.png,704,1,0,0.0014204545454545455,0.0
mvtec,0,4,leather,BAL,32,leather/test/cut/013.png,1088,0,1,0.0,0.0009191176470588235
mvtec,0,4,leather,BAL,33,leather/test/cut/014.png,832,0,0,0.0,0.0
mvtec,0,4,leather,BAL,34,leather/test/cut/015.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,35,leather/test/cut/016.png,896,0,0,0.0,0.0
mvtec,0,4,leather,BAL,36,leather/test/cut/017.png,1088,1,0,0.0009191176470588235,0.0
mvtec,0,4,leather,BAL,37,leather/test/cut/018.png,2112,1,0,0.0004734848484848485,0.0
mvtec,0,4,leather,BAL,38,leather/test/fold/000.png,1216,2,0,0.001644736842105263,0.0
mvtec,0,4,leather,BAL,39,leather/test/fold/001.png,1216,1,0,0.0008223684210526315,0.0
mvtec,0,4,leather,BAL,40,leather/test/fold/002.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,BAL,41,leather/test/fold/003.png,1344,3,0,0.002232142857142857,0.0
mvtec,0,4,leather,BAL,42,leather/test/fold/004.png,4096,9,4,0.002197265625,0.0009765625
mvtec,0,4,leather,BAL,43,leather/test/fold/005.png,4096,10,3,0.00244140625,0.000732421875
mvtec,0,4,leather,BAL,44,leather/test/fold/006.png,2240,0,0,0.0,0.0
mvtec,0,4,leather,BAL,45,leather/test/fold/007.png,3840,9,2,0.00234375,0.0005208333333333333
mvtec,0,4,leather,BAL,46,leather/test/fold/008.png,1728,3,0,0.001736111111111111,0.0
mvtec,0,4,leather,BAL,47,leather/test/fold/009.png,4096,12,9,0.0029296875,0.002197265625
mvtec,0,4,leather,BAL,48,leather/test/fold/010.png,3584,8,0,0.002232142857142857,0.0
mvtec,0,4,leather,BAL,49,leather/test/fold/011.png,1536,2,0,0.0013020833333333333,0.0
mvtec,0,4,leather,BAL,50,leather/test/fold/012.png,1728,3,2,0.001736111111111111,0.0011574074074074073
mvtec,0,4,leather,BAL,51,leather/test/fold/013.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,BAL,52,leather/test/fold/014.png,1792,2,7,0.0011160714285714285,0.00390625
mvtec,0,4,leather,BAL,53,leather/test/fold/015.png,3712,11,5,0.002963362068965517,0.0013469827586206897
mvtec,0,4,leather,BAL,54,leather/test/fold/016.png,3776,5,3,0.0013241525423728813,0.0007944915254237289
mvtec,0,4,leather,BAL,55,leather/test/glue/000.png,1536,1,1,0.0006510416666666666,0.0006510416666666666
mvtec,0,4,leather,BAL,56,leather/test/glue/001.png,960,0,0,0.0,0.0
mvtec,0,4,leather,BAL,57,leather/test/glue/002.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,58,leather/test/glue/003.png,2240,0,0,0.0,0.0
mvtec,0,4,leather,BAL,59,leather/test/glue/004.png,512,0,0,0.0,0.0
mvtec,0,4,leather,BAL,60,leather/test/glue/005.png,1472,0,2,0.0,0.001358695652173913
mvtec,0,4,leather,BAL,61,leather/test/glue/006.png,896,0,0,0.0,0.0
mvtec,0,4,leather,BAL,62,leather/test/glue/007.png,896,0,1,0.0,0.0011160714285714285
mvtec,0,4,leather,BAL,63,leather/test/glue/008.png,1024,1,0,0.0009765625,0.0
mvtec,0,4,leather,BAL,64,leather/test/glue/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,BAL,65,leather/test/glue/010.png,576,2,0,0.003472222222222222,0.0
mvtec,0,4,leather,BAL,66,leather/test/glue/011.png,448,0,0,0.0,0.0
mvtec,0,4,leather,BAL,67,leather/test/glue/012.png,832,0,0,0.0,0.0
mvtec,0,4,leather,BAL,68,leather/test/glue/013.png,1472,3,0,0.0020380434782608695,0.0
mvtec,0,4,leather,BAL,69,leather/test/glue/014.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,70,leather/test/glue/015.png,896,5,0,0.005580357142857143,0.0
mvtec,0,4,leather,BAL,71,leather/test/glue/016.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,BAL,72,leather/test/glue/017.png,2048,4,1,0.001953125,0.00048828125
mvtec,0,4,leather,BAL,73,leather/test/glue/018.png,576,1,0,0.001736111111111111,0.0
mvtec,0,4,leather,BAL,74,leather/test/good/000.png,0,0,0,,
mvtec,0,4,leather,BAL,75,leather/test/good/001.png,0,0,0,,
mvtec,0,4,leather,BAL,76,leather/test/good/002.png,0,0,0,,
mvtec,0,4,leather,BAL,77,leather/test/good/003.png,0,0,0,,
mvtec,0,4,leather,BAL,78,leather/test/good/004.png,0,0,0,,
mvtec,0,4,leather,BAL,79,leather/test/good/005.png,0,0,0,,
mvtec,0,4,leather,BAL,80,leather/test/good/006.png,0,0,0,,
mvtec,0,4,leather,BAL,81,leather/test/good/007.png,0,0,0,,
mvtec,0,4,leather,BAL,82,leather/test/good/008.png,0,0,0,,
mvtec,0,4,leather,BAL,83,leather/test/good/009.png,0,0,0,,
mvtec,0,4,leather,BAL,84,leather/test/good/010.png,0,0,0,,
mvtec,0,4,leather,BAL,85,leather/test/good/011.png,0,0,0,,
mvtec,0,4,leather,BAL,86,leather/test/good/012.png,0,0,0,,
mvtec,0,4,leather,BAL,87,leather/test/good/013.png,0,0,0,,
mvtec,0,4,leather,BAL,88,leather/test/good/014.png,0,0,0,,
mvtec,0,4,leather,BAL,89,leather/test/good/015.png,0,0,0,,
mvtec,0,4,leather,BAL,90,leather/test/good/016.png,0,0,0,,
mvtec,0,4,leather,BAL,91,leather/test/good/017.png,0,0,0,,
mvtec,0,4,leather,BAL,92,leather/test/good/018.png,0,0,0,,
mvtec,0,4,leather,BAL,93,leather/test/good/019.png,0,0,0,,
mvtec,0,4,leather,BAL,94,leather/test/good/020.png,0,0,0,,
mvtec,0,4,leather,BAL,95,leather/test/good/021.png,0,0,0,,
mvtec,0,4,leather,BAL,96,leather/test/good/022.png,0,0,0,,
mvtec,0,4,leather,BAL,97,leather/test/good/023.png,0,0,0,,
mvtec,0,4,leather,BAL,98,leather/test/good/024.png,0,0,0,,
mvtec,0,4,leather,BAL,99,leather/test/good/025.png,0,0,0,,
mvtec,0,4,leather,BAL,100,leather/test/good/026.png,0,0,0,,
mvtec,0,4,leather,BAL,101,leather/test/good/027.png,0,0,0,,
mvtec,0,4,leather,BAL,102,leather/test/good/028.png,0,0,0,,
mvtec,0,4,leather,BAL,103,leather/test/good/029.png,0,0,0,,
mvtec,0,4,leather,BAL,104,leather/test/good/030.png,0,0,0,,
mvtec,0,4,leather,BAL,105,leather/test/good/031.png,0,0,0,,
mvtec,0,4,leather,BAL,106,leather/test/poke/000.png,384,4,0,0.010416666666666666,0.0
mvtec,0,4,leather,BAL,107,leather/test/poke/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,BAL,108,leather/test/poke/002.png,640,3,0,0.0046875,0.0
mvtec,0,4,leather,BAL,109,leather/test/poke/003.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,110,leather/test/poke/004.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,111,leather/test/poke/005.png,320,0,0,0.0,0.0
mvtec,0,4,leather,BAL,112,leather/test/poke/006.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,113,leather/test/poke/007.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,114,leather/test/poke/008.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,BAL,115,leather/test/poke/009.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,BAL,116,leather/test/poke/010.png,448,0,3,0.0,0.006696428571428571
mvtec,0,4,leather,BAL,117,leather/test/poke/011.png,512,2,0,0.00390625,0.0
mvtec,0,4,leather,BAL,118,leather/test/poke/012.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,BAL,119,leather/test/poke/013.png,384,0,0,0.0,0.0
mvtec,0,4,leather,BAL,120,leather/test/poke/014.png,384,1,0,0.0026041666666666665,0.0
mvtec,0,4,leather,BAL,121,leather/test/poke/015.png,320,0,0,0.0,0.0
mvtec,0,4,leather,BAL,122,leather/test/poke/016.png,512,3,0,0.005859375,0.0
mvtec,0,4,leather,BAL,123,leather/test/poke/017.png,320,0,1,0.0,0.003125
mvtec,0,4,leather,DUP,0,leather/test/color/000.png,640,0,0,0.0,0.0
mvtec,0,4,leather,DUP,1,leather/test/color/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,2,leather/test/color/002.png,640,0,0,0.0,0.0
mvtec,0,4,leather,DUP,3,leather/test/color/003.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,DUP,4,leather/test/color/004.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,DUP,5,leather/test/color/005.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,6,leather/test/color/006.png,256,0,0,0.0,0.0
mvtec,0,4,leather,DUP,7,leather/test/color/007.png,640,0,0,0.0,0.0
mvtec,0,4,leather,DUP,8,leather/test/color/008.png,1472,0,2,0.0,0.001358695652173913
mvtec,0,4,leather,DUP,9,leather/test/color/009.png,1088,0,0,0.0,0.0
mvtec,0,4,leather,DUP,10,leather/test/color/010.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,11,leather/test/color/011.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,12,leather/test/color/012.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,13,leather/test/color/013.png,832,0,0,0.0,0.0
mvtec,0,4,leather,DUP,14,leather/test/color/014.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,15,leather/test/color/015.png,1344,0,2,0.0,0.001488095238095238
mvtec,0,4,leather,DUP,16,leather/test/color/016.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,17,leather/test/color/017.png,1280,0,0,0.0,0.0
mvtec,0,4,leather,DUP,18,leather/test/color/018.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,19,leather/test/cut/000.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,20,leather/test/cut/001.png,832,0,0,0.0,0.0
mvtec,0,4,leather,DUP,21,leather/test/cut/002.png,320,0,0,0.0,0.0
mvtec,0,4,leather,DUP,22,leather/test/cut/003.png,1472,5,1,0.0033967391304347825,0.0006793478260869565
mvtec,0,4,leather,DUP,23,leather/test/cut/004.png,1728,0,6,0.0,0.003472222222222222
mvtec,0,4,leather,DUP,24,leather/test/cut/005.png,512,1,5,0.001953125,0.009765625
mvtec,0,4,leather,DUP,25,leather/test/cut/006.png,1024,0,0,0.0,0.0
mvtec,0,4,leather,DUP,26,leather/test/cut/007.png,704,0,0,0.0,0.0
mvtec,0,4,leather,DUP,27,leather/test/cut/008.png,768,0,0,0.0,0.0
mvtec,0,4,leather,DUP,28,leather/test/cut/009.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,29,leather/test/cut/010.png,320,0,0,0.0,0.0
mvtec,0,4,leather,DUP,30,leather/test/cut/011.png,256,0,0,0.0,0.0
mvtec,0,4,leather,DUP,31,leather/test/cut/012.png,704,2,0,0.002840909090909091,0.0
mvtec,0,4,leather,DUP,32,leather/test/cut/013.png,1088,1,0,0.0009191176470588235,0.0
mvtec,0,4,leather,DUP,33,leather/test/cut/014.png,832,0,1,0.0,0.001201923076923077
mvtec,0,4,leather,DUP,34,leather/test/cut/015.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,35,leather/test/cut/016.png,896,0,0,0.0,0.0
mvtec,0,4,leather,DUP,36,leather/test/cut/017.png,1088,1,0,0.0009191176470588235,0.0
mvtec,0,4,leather,DUP,37,leather/test/cut/018.png,2112,0,1,0.0,0.0004734848484848485
mvtec,0,4,leather,DUP,38,leather/test/fold/000.png,1216,0,0,0.0,0.0
mvtec,0,4,leather,DUP,39,leather/test/fold/001.png,1216,1,0,0.0008223684210526315,0.0
mvtec,0,4,leather,DUP,40,leather/test/fold/002.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,DUP,41,leather/test/fold/003.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,DUP,42,leather/test/fold/004.png,4096,3,2,0.000732421875,0.00048828125
mvtec,0,4,leather,DUP,43,leather/test/fold/005.png,4096,4,5,0.0009765625,0.001220703125
mvtec,0,4,leather,DUP,44,leather/test/fold/006.png,2240,5,0,0.002232142857142857,0.0
mvtec,0,4,leather,DUP,45,leather/test/fold/007.png,3840,5,2,0.0013020833333333333,0.0005208333333333333
mvtec,0,4,leather,DUP,46,leather/test/fold/008.png,1728,0,2,0.0,0.0011574074074074073
mvtec,0,4,leather,DUP,47,leather/test/fold/009.png,4096,6,7,0.00146484375,0.001708984375
mvtec,0,4,leather,DUP,48,leather/test/fold/010.png,3584,9,4,0.0025111607142857145,0.0011160714285714285
mvtec,0,4,leather,DUP,49,leather/test/fold/011.png,1536,0,0,0.0,0.0
mvtec,0,4,leather,DUP,50,leather/test/fold/012.png,1728,3,1,0.001736111111111111,0.0005787037037037037
mvtec,0,4,leather,DUP,51,leather/test/fold/013.png,1024,2,1,0.001953125,0.0009765625
mvtec,0,4,leather,DUP,52,leather/test/fold/014.png,1792,2,2,0.0011160714285714285,0.0011160714285714285
mvtec,0,4,leather,DUP,53,leather/test/fold/015.png,3712,10,4,0.0026939655172413795,0.0010775862068965517
mvtec,0,4,leather,DUP,54,leather/test/fold/016.png,3776,4,3,0.001059322033898305,0.0007944915254237289
mvtec,0,4,leather,DUP,55,leather/test/glue/000.png,1536,0,1,0.0,0.0006510416666666666
mvtec,0,4,leather,DUP,56,leather/test/glue/001.png,960,0,0,0.0,0.0
mvtec,0,4,leather,DUP,57,leather/test/glue/002.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,58,leather/test/glue/003.png,2240,0,0,0.0,0.0
mvtec,0,4,leather,DUP,59,leather/test/glue/004.png,512,0,0,0.0,0.0
mvtec,0,4,leather,DUP,60,leather/test/glue/005.png,1472,2,0,0.001358695652173913,0.0
mvtec,0,4,leather,DUP,61,leather/test/glue/006.png,896,0,1,0.0,0.0011160714285714285
mvtec,0,4,leather,DUP,62,leather/test/glue/007.png,896,1,2,0.0011160714285714285,0.002232142857142857
mvtec,0,4,leather,DUP,63,leather/test/glue/008.png,1024,0,1,0.0,0.0009765625
mvtec,0,4,leather,DUP,64,leather/test/glue/009.png,512,0,0,0.0,0.0
mvtec,0,4,leather,DUP,65,leather/test/glue/010.png,576,1,0,0.001736111111111111,0.0
mvtec,0,4,leather,DUP,66,leather/test/glue/011.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,67,leather/test/glue/012.png,832,0,0,0.0,0.0
mvtec,0,4,leather,DUP,68,leather/test/glue/013.png,1472,0,0,0.0,0.0
mvtec,0,4,leather,DUP,69,leather/test/glue/014.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,70,leather/test/glue/015.png,896,3,0,0.0033482142857142855,0.0
mvtec,0,4,leather,DUP,71,leather/test/glue/016.png,1344,0,0,0.0,0.0
mvtec,0,4,leather,DUP,72,leather/test/glue/017.png,2048,1,1,0.00048828125,0.00048828125
mvtec,0,4,leather,DUP,73,leather/test/glue/018.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,74,leather/test/good/000.png,0,0,0,,
mvtec,0,4,leather,DUP,75,leather/test/good/001.png,0,0,0,,
mvtec,0,4,leather,DUP,76,leather/test/good/002.png,0,0,0,,
mvtec,0,4,leather,DUP,77,leather/test/good/003.png,0,0,0,,
mvtec,0,4,leather,DUP,78,leather/test/good/004.png,0,0,0,,
mvtec,0,4,leather,DUP,79,leather/test/good/005.png,0,0,0,,
mvtec,0,4,leather,DUP,80,leather/test/good/006.png,0,0,0,,
mvtec,0,4,leather,DUP,81,leather/test/good/007.png,0,0,0,,
mvtec,0,4,leather,DUP,82,leather/test/good/008.png,0,0,0,,
mvtec,0,4,leather,DUP,83,leather/test/good/009.png,0,0,0,,
mvtec,0,4,leather,DUP,84,leather/test/good/010.png,0,0,0,,
mvtec,0,4,leather,DUP,85,leather/test/good/011.png,0,0,0,,
mvtec,0,4,leather,DUP,86,leather/test/good/012.png,0,0,0,,
mvtec,0,4,leather,DUP,87,leather/test/good/013.png,0,0,0,,
mvtec,0,4,leather,DUP,88,leather/test/good/014.png,0,0,0,,
mvtec,0,4,leather,DUP,89,leather/test/good/015.png,0,0,0,,
mvtec,0,4,leather,DUP,90,leather/test/good/016.png,0,0,0,,
mvtec,0,4,leather,DUP,91,leather/test/good/017.png,0,0,0,,
mvtec,0,4,leather,DUP,92,leather/test/good/018.png,0,0,0,,
mvtec,0,4,leather,DUP,93,leather/test/good/019.png,0,0,0,,
mvtec,0,4,leather,DUP,94,leather/test/good/020.png,0,0,0,,
mvtec,0,4,leather,DUP,95,leather/test/good/021.png,0,0,0,,
mvtec,0,4,leather,DUP,96,leather/test/good/022.png,0,0,0,,
mvtec,0,4,leather,DUP,97,leather/test/good/023.png,0,0,0,,
mvtec,0,4,leather,DUP,98,leather/test/good/024.png,0,0,0,,
mvtec,0,4,leather,DUP,99,leather/test/good/025.png,0,0,0,,
mvtec,0,4,leather,DUP,100,leather/test/good/026.png,0,0,0,,
mvtec,0,4,leather,DUP,101,leather/test/good/027.png,0,0,0,,
mvtec,0,4,leather,DUP,102,leather/test/good/028.png,0,0,0,,
mvtec,0,4,leather,DUP,103,leather/test/good/029.png,0,0,0,,
mvtec,0,4,leather,DUP,104,leather/test/good/030.png,0,0,0,,
mvtec,0,4,leather,DUP,105,leather/test/good/031.png,0,0,0,,
mvtec,0,4,leather,DUP,106,leather/test/poke/000.png,384,2,2,0.005208333333333333,0.005208333333333333
mvtec,0,4,leather,DUP,107,leather/test/poke/001.png,576,0,0,0.0,0.0
mvtec,0,4,leather,DUP,108,leather/test/poke/002.png,640,0,1,0.0,0.0015625
mvtec,0,4,leather,DUP,109,leather/test/poke/003.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,110,leather/test/poke/004.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,111,leather/test/poke/005.png,320,0,0,0.0,0.0
mvtec,0,4,leather,DUP,112,leather/test/poke/006.png,384,1,0,0.0026041666666666665,0.0
mvtec,0,4,leather,DUP,113,leather/test/poke/007.png,384,0,0,0.0,0.0
mvtec,0,4,leather,DUP,114,leather/test/poke/008.png,512,1,0,0.001953125,0.0
mvtec,0,4,leather,DUP,115,leather/test/poke/009.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,DUP,116,leather/test/poke/010.png,448,0,0,0.0,0.0
mvtec,0,4,leather,DUP,117,leather/test/poke/011.png,512,1,0,0.001953125,0.0
mvtec,0,4,leather,DUP,118,leather/test/poke/012.png,512,0,1,0.0,0.001953125
mvtec,0,4,leather,DUP,119,leather/test/poke/013.png,384,0,0,0.0,0.0
